x	y	label
27.103352	-38.051468	Hither
54.887745	23.873505	upon
-15.873893	-54.702175	homewards
-17.934116	-2.369031	barons
-30.962044	-7.5211625	tonight
8.557872	-54.327244	deer
37.736485	-27.151188	loud
-30.318556	-23.500002	fully
-26.440071	-12.437587	thin
51.237156	-2.3599074	thus
53.472797	10.952382	behind
15.252935	38.377148	farthings
-13.860138	4.2311025	civil
-1.3251337	54.997643	pounce
19.311005	-44.391094	distribution
12.7171955	-54.09824	rock
25.223469	-39.44035	begin
18.224934	41.11544	clatter
-14.051452	-3.853758	invite
2.5002544	18.362865	solid
2.242651	-50.959057	broth
-8.453602	59.191235	magical
44.523613	-18.89779	pot
-3.2863393	-53.914753	stretch
-10.285051	0.23259321	flashed
34.772266	-24.819206	Open
18.261003	35.107395	suspicions
41.895565	-15.824161	copyright
-26.889221	-8.495017	F3
-3.6273117	-43.351902	prevent
-35.907623	-20.760242	turnip
-16.470997	0.694013	strew
5.082905	-50.391346	Dudding
-2.7834	-2.624229	contained
15.999745	36.31954	braying
-4.1728754	-8.206395	pursued
-11.442252	5.813548	unenforceability
53.551075	16.991743	time
-35.35414	-31.835703	stooped
-0.37271693	-8.1801605	seize
-16.584232	-15.485514	dreadfully
-2.7596915	56.835503	bearskin
-23.292084	-45.590496	Language
3.174246	19.833838	talks
-27.86809	-26.606256	text
-17.310846	-1.3649921	breaking
29.609983	-43.321037	axe
-14.825454	38.917484	ashen-grey
-0.3892638	63.959328	aware
14.725076	-42.62442	rate
9.127003	64.035324	hiding-place
-31.431322	0.6434845	good-for-nothing
0.52674663	-0.15606192	aimed
-6.425869	18.757395	recital
8.920496	8.627081	inherited
-1.2844703	52.641056	dislike
-15.74925	6.2964807	viewed
16.256176	-40.428654	suffer
39.75538	-23.731226	tried
-21.168062	15.5833645	cudgelled
53.02375	-2.8174877	drew
13.165081	34.03071	snore
4.776278	41.667885	slaughterer
-9.101303	43.32644	dumb
-15.321452	33.44039	released
8.269599	14.249749	salted
4.3573165	44.080666	hardest
9.02947	54.407974	rose-bush
14.705428	41.340187	coin
-20.816353	-26.91335	moving
-5.476889	-7.635365	sift
-21.585897	-39.66797	MAN
1.0584643	12.967672	LIGHT
8.4931345	-48.179417	meantime
-37.071262	-20.932299	Every
0.98235226	-51.788948	email
42.071133	-22.102701	iron
3.3697476	12.945474	whereby
-15.591044	10.055645	plant
0.52315605	46.478203	stumbles
49.22359	-5.0975323	piece
-3.4505377	14.2942915	act
43.306168	-6.653105	don
-26.856962	5.7851973	legally
-18.301195	-36.6892	Very
-5.4049916	-51.358433	silk
21.227665	-50.87087	sisters
-34.00573	-30.029165	purse
-17.975838	-41.728035	rid
-21.482956	-51.31157	chest
31.989239	-31.626427	CLEVER
15.374123	30.558027	mouths
11.349242	56.075653	calves
49.77779	5.5558496	replied
-22.055288	-33.605495	DISTRIBUTE
19.49396	-49.620937	willow-wren
-23.166069	10.572417	gaping
9.386051	46.130756	asks
-16.918993	-52.42963	greatest
1.7862542	-52.437847	born
12.751231	-55.563942	geese
13.670049	40.16943	interrupted
19.258856	32.525738	lick
-1.1585472	38.476406	hears
54.964245	5.5490503	forest
54.071957	11.915474	gold
13.419	28.76234	louder
2.4567995	46.54277	echoed
-30.325415	-33.17096	hanging
27.514254	-30.351263	alive
42.928032	-19.126783	agreed
-22.77573	-49.46227	Whilst
7.8553033	64.81228	conceive
-13.76408	1.6589336	rusty
10.269398	16.425327	laden
29.885286	-36.596855	blue
-10.964416	-54.74526	several
-17.731277	-18.474371	bills
-14.151104	-1.5556918	earthenware
-2.8702261	-49.05322	dales
-17.216295	5.7610817	hideous
-20.642782	1.5190355	pockets
5.1513343	20.373219	touching
-6.4212165	35.587627	shrewd
2.949177	3.3961964	robbed
-16.15133	47.37985	moaning
-2.5349336	-56.161713	Round
49.853416	-4.2239184	mouse
-17.853455	28.036299	betrayed
7.6584463	34.458324	recover
61.132114	19.914051	I
-9.036495	10.788876	circled
52.023987	23.823828	went
-29.732018	-33.418365	madam
-28.532618	9.688083	BEE
19.77599	41.278088	ball-room
-24.599346	-18.541943	RUMPLESTILTSKIN
-28.826153	-36.55632	strangers
34.57274	-30.931225	making
52.380245	3.1719968	themselves
41.213737	-26.054453	waited
-4.1572757	41.03068	Special
3.436508	2.8027997	tumbling
-9.256858	-38.20681	allow
2.170519	37.21407	landed
40.462246	-11.6407	stay
-26.194193	-27.729736	pear-tree
-7.592066	27.123182	tricked
-0.34273192	28.51717	attendance
-5.3348866	27.822668	trod
-34.02273	-23.58314	row
-12.103797	-43.573025	AGREEMENT
-31.604033	-12.887184	urchin
-7.5214367	0.51115215	lacking
54.882427	20.753876	one
-0.7906476	47.36828	strangely
11.03565	54.856274	a-hunting
13.914692	42.424934	hugged
-3.3571198	-53.44134	animal
-0.5715921	-49.356823	dim
8.620291	-49.705547	getting
-6.7688565	54.591476	Always
7.843888	51.74689	civilly
-3.0812519	49.709003	neighbourly
8.547751	42.183758	bold
9.13484	2.8446045	4557
-39.217426	-21.660898	scratched
27.740753	-36.871174	fallen
1.3922628	38.1749	remembrance
-26.208384	-44.026196	rise
-19.690418	-39.939194	809
-17.627466	3.437609	fun
-10.057575	-5.0022993	silently
50.40103	-9.170652	walked
16.832975	-44.511906	plenty
44.431465	-10.584415	For
-20.755875	-36.94716	window-bars
-19.164804	-46.817825	aloud
-8.486721	30.521147	conscious
25.124376	-37.48353	cake
13.613643	28.635185	ROSE
56.210323	19.02182	more
36.64009	-30.638458	Catherine
-4.715418	35.40863	tasks
22.657928	-48.18569	goat
-33.80265	-0.4038664	cloth
-28.024006	-28.3075	heed
17.686895	36.461403	rushes
-27.775448	10.962974	Kehrewit
-1.0833406	25.244358	forbid
39.22741	-30.346575	returned
-25.99299	25.221132	pursues
47.681026	2.9470685	find
35.474148	-24.931316	apple
-7.890201	33.692463	half-frozen
17.170078	49.402084	half-pence
19.842072	-38.70388	provide
-7.2624507	-0.28864312	heaven-born
4.977519	59.608116	bawled
38.052204	-21.075228	Is
6.2638087	54.97469	transformation
10.00608	21.745808	wet
9.520933	12.705459	vowed
-25.727394	-5.8726707	treat
52.114346	1.4744766	sent
-9.323842	2.40903	WATER
14.33589	52.229645	fretted
-1.4509777	-51.422886	managed
-24.204453	-37.0526	cleaned
33.09352	-21.512585	Dear
-36.123325	-26.371492	drowned
-17.702549	10.141152	.
-11.483718	5.696388	sluggards
44.15243	-17.987608	country
-18.353737	26.926165	cauldron
-17.38662	16.100248	bless
-22.589142	-24.46649	midges
53.84145	16.676163	quite
-30.80954	-28.544308	WITH
-14.593484	-0.34535065	cavern
-23.285305	-43.424038	UNDER
1.7137253	37.36434	Pearls
3.5100913	12.91836	merciful
9.259222	-48.43792	Till
-16.817312	-13.360236	attendants
55.290485	20.7003	very
14.3107195	57.022026	vermin
-6.4636116	22.604694	flour
42.885628	-19.433598	ordered
23.254719	-46.56569	animals
5.901025	3.4306743	beans
15.490432	47.63325	clock-case
42.102818	-23.542501	dish
-10.286646	-40.97939	touch
-1.2129667	37.337067	undisturbed
-7.0504313	-40.386448	majesty
-29.08335	-30.760202	jam
-2.599786	34.962933	oh
48.551468	-11.688252	followed
53.80023	19.443758	home
-20.055244	-17.694027	incomplete
16.992645	-42.183537	permission
7.4768195	56.347183	handsomer
-12.5965	37.354412	Nonsense
-25.662296	7.0769405	_my_
-3.5339499	49.138496	enable
-8.323245	-0.17049068	truly
22.140451	-46.853355	oven
-39.870857	-27.647894	rejoiced
-25.041508	-17.308292	horribly
36.748035	-26.222883	faithful
22.00257	-45.02365	Updated
12.05605	-52.57062	stands
-21.918364	-42.96552	terrible
-7.6002097	-59.009254	beauty
15.8405	-46.158443	twig
13.462067	25.553722	trample
-17.910957	2.3438213	disclaimers
41.583035	-16.759506	within
0.58540976	-56.458187	loaf
-12.701242	32.526646	scorching
11.470863	31.825357	officers
-6.2084246	27.295147	bestow
0.85700136	39.468235	nutshell
-4.8263927	0.2323594	e-mail
2.1136801	62.795547	walking-sticks
-24.53065	4.542243	cultural
-24.926926	-44.573383	revenge
9.264185	4.78733	imposed
-5.0024137	42.89154	strap
2.4031343	37.053516	hinges
-24.32464	20.139393	hornet
-9.049238	15.803737	nibbled
1.4427416	61.137825	wars
-20.190176	23.826483	undoubtedly
23.691414	-38.65648	knows
16.800194	32.705334	baskets
-33.449688	-10.128158	Hausmarchen
-19.894184	21.305992	hairy
16.463205	-51.922943	carriage
19.746748	-42.352657	GRETEL
-22.44448	-24.112684	proprietary
-2.3016722	42.642094	Even
-5.257942	-48.548145	Marian
-18.907898	-18.806328	JORINDEL
26.137793	-37.131073	judge
29.45855	-37.525074	cakes
19.291822	48.97657	gains
29.721006	-42.315178	picked
61.061665	19.760279	will
-27.288885	-41.3858	dawned
-37.947453	-26.678164	pomp
42.875793	-11.866024	part
-7.3588166	2.316312	chin
59.83802	20.014751	be
-28.124722	-44.75063	afar
-1.6158812	10.748779	fatten
2.4115863	-55.429264	kinds
-6.637841	38.070072	Bring
5.0226502	59.061348	droll
-20.6743	-51.835487	threshold
-2.7772956	-3.0556688	curtain
-18.28975	28.85679	overlooking
-24.12099	-21.804798	wretched
45.638145	-4.644409	free
14.620569	35.80143	ninth
34.090885	-25.929428	Snow-white
-27.40865	-17.125204	ham
-16.333271	-42.825745	Get
6.53973	49.524117	Christendom
17.700129	31.037539	reappeared
52.53403	3.4032235	black
-3.1110144	-4.336328	promising
-21.654291	-2.1571937	skip
-20.141968	-27.993692	specified
17.299572	-45.691174	fairest
53.422775	24.386122	he
1.9125719	-59.292374	sword
40.98164	-9.562237	We
28.5666	-34.214893	listen
-16.336279	-0.70570993	roam
-31.814293	-36.481735	PARAGRAPH
-1.0809867	30.62273	unfit
4.1644807	31.377302	loosened
35.760532	-19.323364	wretch
1.0312707	29.409182	chop
-18.539059	9.472604	oneself
-33.99288	-6.090748	gracious
14.770308	50.004852	sale
-0.8233814	-10.045015	star-gazer
26.09262	-33.740658	task
-24.906244	-3.4087315	beard-cleaner
-5.53414	-59.490562	bow
-3.9429429	4.3654838	oak-trees
10.730906	11.1543665	stitched
15.260767	42.947475	accordingly
-15.475497	-2.6552415	behaviour
-3.5977395	44.09725	attached
46.45728	-8.336933	huntsman
-14.735437	-31.549042	Hark
-6.737259	38.611176	conquered
-3.3933618	-3.213296	include
8.851919	-46.990353	kindly
1.753723	-47.017742	Kate
58.786976	14.789287	take
-3.8183079	47.497623	quicker
0.59584475	41.06552	shout
2.4638066	23.591702	thrice
52.882206	12.058379	way
-32.184303	-8.4504795	Home
-27.660288	-15.482163	bond
3.9387944	33.65499	cow-house
-0.9513661	33.46855	cellarful
-3.427395	17.878403	meagre
-18.622383	27.239105	waking
13.389469	21.1532	punished
-1.604046	10.525229	boxes
34.137554	-31.853844	princes
-14.651997	35.24881	govern
-3.620929	3.5073245	plumes
14.016077	-48.37309	c
-17.969007	-10.085488	HORSE
6.060153	28.26124	seam
-14.153682	-38.36485	gangest
-2.9025152	24.322914	entering
-14.408884	21.46928	tumbles
36.29008	-20.170403	ill
2.4015446	34.37944	fattening
0.8646148	22.203665	bucketful
-30.90003	-36.87496	beginning
-14.74389	1.4127672	craft
7.949321	-0.46817526	wood-cutter
46.608685	-0.1555387	think
15.427939	31.468245	renders
36.543602	-27.172455	sons
4.0003395	-56.8055	reigned
-14.85467	-56.574707	ear
-24.785181	19.56757	ragamuffin
8.56461	56.611702	wheelbarrow
-26.224148	-23.715584	pressed
2.9271476	19.934175	Cake
-9.542258	52.94105	curse
-4.9833436	39.85291	foolishly
54.727707	1.2064627	room
-27.539629	-41.185062	meadows
-3.723545	29.569372	dolefully
-30.401245	-11.185334	Again
-19.546432	-9.215021	Perhaps
56.62502	19.604536	like
-3.3832445	18.084845	disreputable
10.8382635	-53.892044	announced
-16.768904	11.340557	rib
34.608875	-25.444666	IN
54.31415	14.324081	bird
11.9602785	51.52623	bowl
-18.88797	2.9292316	Bless
8.193048	35.18517	stick
-26.266289	-24.564096	nodded
-0.40003982	16.172556	Hi
-4.04654	38.471703	join
11.52259	60.64865	pane
-27.45739	-5.0902715	sticking
6.898291	25.53863	concern
-19.070066	15.784243	nut-trees
-8.238002	36.582615	brethren
0.64519507	25.424131	thriven
-25.819002	-35.613216	hewing
20.643196	-41.896755	WAS
-13.981556	22.526747	spoonful
11.697181	54.85144	bellow
0.65574765	19.435076	grunted
-26.583601	13.814762	craftily
4.24979	31.733315	fifteenth
5.342181	38.225616	robber
34.175358	-36.147568	body
45.29113	-11.300283	ever
-3.4538274	50.715595	warned
-12.695044	-52.37829	boots
3.5406399	-43.603256	worse
-20.67868	-9.3903885	altogether
35.3856	-24.275122	safe
-23.397104	-9.586394	bounded
-0.3178779	7.82829	roguery
-15.836764	5.2408013	charitable
-5.045677	-54.932228	whip
27.97664	-34.38481	saved
1.4853776	43.87293	Afterwards
-20.401066	18.67498	neighbourhood
-8.184608	-4.4551125	Moaning
7.1954503	56.64881	decent
16.402262	36.85402	tangled
9.338053	43.049667	hissed
1.6391689	1.3197517	dreams
6.9576716	7.7144713	deck
12.867857	46.013054	walled
-0.70509416	-55.127438	Soon
-12.495534	-48.600132	2016
-13.257672	10.1617155	paper
-10.231665	-17.177149	trotted
-17.543507	19.789564	secure
48.124424	-1.1819614	true
-5.0920763	-5.019703	unanimously
-27.776836	-26.752337	wilt
-12.244658	-12.377495	bidding
0.16761084	61.92005	claws
-22.086851	-37.347015	idea
-30.863857	-5.5084763	USE
-18.059053	8.502902	overtake
19.143286	-38.921146	mine
29.45932	-35.414692	ass
18.317352	-47.19926	Sultan
-3.0428603	51.364056	wretchedness
-27.277716	-44.402428	somebody
9.601344	37.43886	ovenful
24.982784	-37.20964	fee
-9.290229	14.6647625	mightily
-0.8315295	-45.076702	idle
3.368825	63.434715	sock
-22.538889	-22.798204	belongs
12.168067	35.242462	pond
-4.093645	22.551344	besmeared
-2.5275993	62.54265	companies
14.033281	-45.32549	shake
1.5107095	5.044331	fireplace
53.309963	17.292555	door
7.7005644	38.313206	chap
-0.6443335	51.3029	wing
-25.275263	18.814121	darker
42.07048	-11.391744	kill
-25.065691	0.69553316	malice
-8.351796	-42.73742	noble
0.9734376	46.80734	hastening
-16.36063	7.689247	impatient
1.6305157	42.632793	passages
-18.273775	-5.488554	SNOWDROP
6.044277	53.730534	End
-15.923649	-33.969357	Miss
-12.310896	27.23402	considerably
-20.990644	-25.264277	sole
49.038338	0.93513614	world
54.26994	7.8349237	At
5.5017405	45.22282	tooth
24.293085	-45.045834	Once
-22.396744	-22.612844	equipment
53.65773	24.404343	down
-8.088456	-9.71662	brink
35.25191	-27.684855	Take
3.8103144	16.790182	new-made
-8.764682	53.236286	horse-pond
6.514526	30.348976	neatly
19.835983	43.003414	errand
0.1046714	41.563084	COAL
-20.019756	-19.961721	crew
-25.363546	-0.48306206	furnished
0.18763387	57.76963	opinion
-6.4228277	-50.48581	rain
-0.2453217	5.9027815	Work
24.545717	-39.62909	house-door
-24.90512	-23.835688	bringing
4.5816445	34.147827	stool
-17.1131	-3.3776848	bells
5.259403	46.944874	hatched
19.615845	32.04735	gaily
-25.904116	3.351044	damaged
-17.274107	36.322083	delivered
-4.480538	38.585438	cords
2.2156076	25.14458	abundance
13.752003	16.728271	amid
5.1996527	38.32251	grinned
-30.318905	-27.940678	hornets
11.112206	21.737068	half-hour
12.612808	48.528732	amused
-27.490181	-45.661015	assembled
-31.339632	-0.93384427	hours
-10.472788	-53.177876	Bewailing
8.204114	31.904016	reasonable
-23.425316	-39.721416	Character
48.362354	-12.200495	shoes
-2.1013815	13.229807	statements
-6.6023493	-59.229908	eggs
4.4354725	58.253	hug
17.299229	-43.63622	caused
-17.026514	-44.75636	sooner
-6.435114	30.130756	gratefully
-12.106246	-56.188076	stepped
8.187665	43.62963	blacken
-1.9194584	8.613163	RIGHT
-11.158084	41.585476	pelting
-16.016949	-50.37699	enter
11.005755	4.242993	Marburg
9.370949	19.856672	neighbours
55.119495	24.278389	a
-24.623184	-22.829638	brooch
11.323608	19.316471	sadder
-9.522093	-47.596874	dug
-18.87403	-20.04741	JORINDA
-11.526624	16.49791	Silly
-11.46375	2.875191	shewed
9.314209	3.0573647	critical
-12.265082	-38.882355	provision
-12.272137	22.13142	whetted
-9.734847	-40.151276	tales
9.371558	33.738953	wasteful
57.900402	14.562173	You
2.722248	57.602257	sailing
28.820171	-34.616222	stop
15.174746	38.330727	dispatched
-0.7023374	32.966957	robbery
9.346714	33.773308	conceited
1.2368014	-53.810635	copying
-12.357865	20.598242	sinking
1.3878334	19.524101	inspected
49.96157	-4.869485	outside
-17.504389	-14.666109	phrase
-27.352863	-23.888494	000
-1.1834201	60.399075	Men
-10.393736	-53.558228	slipper
10.629524	54.55599	delicious
-26.453838	3.7745779	various
54.38116	6.277065	castle
45.57619	-13.83657	loved
7.793916	-52.581596	thieves
18.576773	-50.19979	grief
3.0144253	14.183251	lands
-12.195433	38.97572	Strew
45.34743	-13.875893	fairy
-20.828815	5.109869	Back
-12.085643	17.09412	services
-15.763917	-54.658615	soft
37.99985	-26.062027	pleased
-10.890512	23.78359	log
7.407303	43.426517	Grant
54.68072	12.337985	without
10.118155	18.524782	nobles
-11.557341	-52.761993	knight
41.75832	-27.338156	gate
51.402714	-2.8067474	As
-1.4145955	39.265503	restrictions
-20.938492	41.920025	cleverness
-20.65972	-4.3326054	thumb
32.371063	-35.198437	sack
7.725446	20.880373	spoiled
-17.180758	-11.377826	ended
22.660154	-43.16932	volunteers
56.03769	23.179323	to
-10.799428	-5.9593916	traitors
4.9565873	-53.889027	future
-15.440862	-49.91225	web
1.6195663	50.566204	aught
-23.809097	21.687197	ambush
-33.39202	-13.508885	subject
45.21894	-9.362903	fat
1.7073117	-52.451473	GRIMMS
13.702601	-43.64365	heavens
-22.885965	-31.123446	treasure
-35.660534	-23.706661	shabby
-6.8802066	48.555206	twenty-four
-9.47361	-50.85658	smoke
-21.566814	36.850033	proposal
52.72555	14.026199	stood
52.252533	6.128244	own
-2.441599	4.010812	staring
23.439032	-37.530476	surely
-18.608181	-37.70233	talking
52.382763	2.501082	already
-16.260738	-57.786034	plucked
5.7151523	-4.5641737	rows
-0.67096496	52.87873	knelt
54.788876	22.570824	them
-14.938651	-47.881	scissors
-0.056603264	14.265763	project
-0.40587753	-52.266304	effort
11.198899	46.212593	chamberlains
-1.7867285	44.162186	band
2.5277703	53.84204	dismounted
31.524765	-31.473305	promised
8.306697	35.697838	ever-increasing
-29.1851	-21.114359	fill
-0.66566026	3.9019282	hangman
-20.1687	10.873013	rules
-28.677729	9.68573	succeed
52.13055	-1.0471277	sun
-22.748158	-47.269	bolt
-10.779597	-53.560192	Whither
26.814558	-34.484802	easy
2.4832497	-3.6617837	Please
-8.332736	45.74572	possess
-21.459814	-0.5148292	carelessly
-6.1301875	35.959408	tempting
58.138943	22.79634	or
-31.35456	-3.6412308	complain
-28.960629	-8.745056	resolved
-10.376836	14.264741	splendid
-23.832186	-26.644379	expend
32.999004	-37.448868	foot
-29.392382	-33.19607	Has
-3.4580736	-48.537395	Tell
39.16429	-27.424107	princesses
-2.3145442	20.112898	blowest
11.954205	-44.105316	everywhere
-35.569912	-26.241125	strike
-15.812456	11.796702	financial
-18.77699	-43.19692	company
4.955181	28.498728	pocket-handkerchief
0.35168573	-51.21726	beautifully
-24.904316	-51.112812	kissed
-20.387398	31.731726	soothsayer
43.971764	-14.136434	trees
-16.848598	43.13567	knocking
-6.3824124	3.9821267	hazel
-14.247277	12.329304	ascended
4.3632064	-50.863743	His
0.8362559	-44.024387	agree
-23.860697	-19.543222	host
-30.953117	-20.809357	lightnings
52.315536	16.144804	heard
0.28953052	16.316828	mornings
51.63975	1.7774584	along
10.980618	-48.329967	BREACH
-23.752304	-20.6249	Because
15.532929	52.497025	thirteenth
-31.743935	-22.467525	curling
-17.263437	-39.141052	Bride
18.734825	-41.98282	HOW
6.673723	-52.588684	bigger
8.83582	53.549988	herd
-8.749462	13.961977	entangled
-0.50195235	-0.7902986	cabin
-2.787551	19.568438	rumbles
-5.2548194	63.560726	foul
-15.022879	-49.70976	contact
-15.797649	47.09776	kitchen-boy
-14.369395	37.44484	throats
-9.790719	-40.192192	thank
-2.8495142	2.5175235	spiteful
-31.717558	-28.93453	playing
16.973148	46.959827	JEREMIAH
-30.79497	-9.818122	lighthearted
47.323204	-9.356363	heavy
-2.7322311	40.464382	ELVES
14.445058	33.45057	thriving
51.342346	1.2762271	four
35.71135	-25.794382	access
-9.384775	56.365814	roamed
-12.962342	8.573489	proof
53.825912	23.004292	him
18.524673	34.671116	situated
38.168983	-30.103994	around
45.825512	-7.264899	else
12.541339	-47.941116	wares
31.925007	-31.788834	Rose-red
-2.3762722	-50.963406	Heaven
-26.061676	-4.329115	weeks
-0.9370847	-52.75963	missed
-14.53566	39.10084	tremble
54.509098	22.460684	And
-0.88767785	3.761099	clumsily
1.7571844	-53.38041	Bickers
-4.8416443	-51.018818	devoured
35.176662	-30.375303	sight
-4.126149	54.1277	heavier
-25.224865	-19.321089	corrupt
-15.307788	13.716207	thorn-bush
29.466795	-37.294697	hay
39.36748	-19.191946	trouble
19.657629	-46.300915	everyone
1.3772507	60.6034	house-keeping
-30.768862	-29.181026	hot
-14.945079	-52.131687	mice
-34.948322	-22.314983	pure
-11.00453	-3.8464553	sizes
-9.176506	49.806038	fasten
6.3536587	2.0416768	plank
9.610761	63.829823	rip
-27.111069	-11.219291	WILLOW-WREN
6.026671	27.175863	ashore
53.913185	25.515854	his
11.32137	-46.900444	celebrated
-5.5842686	18.671768	tread
-9.2357025	50.483017	exclaimed
-7.383171	-0.3242263	1823
16.807514	56.465336	belaboured
-6.171977	29.993193	detail
-28.28354	-17.81776	patch
2.8253565	-44.569263	bid
-16.652874	9.25734	senseless
39.81663	-18.167978	To
-29.758411	-20.416002	crash
-4.7524796	7.8782244	sin
-24.787306	-35.405468	girdle
-5.8370824	-52.37766	applicable
-22.020805	-14.096601	furious
3.8732603	7.9412003	collaborated
-25.36285	-35.588787	feather
-29.548695	-30.218325	While
36.158325	-31.645418	hazel-tree
-6.9822965	-15.353411	compressed
-4.5342464	-57.202915	prisoner
-22.373795	7.9424553	squire
-7.492728	38.124504	polished
8.563866	-52.410656	John
-22.86712	7.6024585	aid
23.112339	-36.273796	further
7.7762904	25.346756	enticed
-16.431751	-19.469381	piteously
51.086594	-1.9684184	far
-21.519608	-26.689768	hay-loft
1.2204849	52.37612	modestly
7.6369443	20.546616	newsletter
-15.20156	-40.976814	wakened
-3.481513	8.826824	chase
-7.7984114	-50.11135	Well-a-day
19.139975	-42.055523	ANY
-9.5516815	-11.735095	rod
-32.318764	-11.093324	shutting
-25.61137	-39.423443	forthwith
-12.310516	-48.724392	Fine
28.88184	-35.501938	peace
