x	y	label
-6.4815946	-9.594998	such
-4.6137815	-22.387426	may
-5.264082	-19.220446	very
-9.450585	-19.164354	how
7.04709	-15.472832	since
-11.44149	0.5239	work
25.412243	-34.98609	take
-5.190058	-9.287859	including
9.023914	-19.665253	high
4.766489	-12.689413	then
-39.864258	-9.07402	%
9.252364	-13.5904665	next
-37.78956	-10.263117	#,###
37.86524	-0.15696163	By
1.0127541	-18.033045	much
0.18084195	-12.934157	still
25.972948	-32.092583	go
-10.715703	-38.92436	think
3.8182456	0.55975616	old
-0.91236293	-13.659655	even
-40.142254	-11.0525465	#.##
-33.40031	24.683678	world
6.2379184	-37.415356	see
-16.524746	-50.202236	say
-34.998997	5.2200727	business
11.946228	-6.8202715	five
-17.747942	-45.63329	told
4.4566092	-8.082994	under
-1.7984704	-21.097467	us
12.454499	-4.5972476	1
-6.966531	-8.59399	these
27.677128	-57.108498	If
5.072118	-11.261031	right
27.648512	-55.18748	And
-1.681901	-21.228954	me
2.546646	-8.1104145	between
54.200027	6.0697484	play
0.17006753	-49.10709	help
-37.793938	-10.185035	##,###
-37.621365	4.39791	market
26.132704	-56.902924	That
-12.114673	-39.707546	know
11.584775	-16.492468	end
-25.215574	20.39624	AP
3.1283956	-13.135426	long
-32.517963	-6.8606195	information
57.474377	-0.9519249	points
-3.6297503	-21.87608	does
-4.4498405	-8.765512	both
25.325693	-56.81804	There
-1.3566941	-9.38805	part
7.088138	-9.785462	around
23.945639	16.935465	police
-6.1826563	-45.352207	want
1.8948799	-16.019367	've
-1.1188154	-6.51617	based
28.720425	-52.767944	For
24.073782	-33.413437	got
48.60513	-3.6245892	third
34.16475	20.714294	school
27.20245	-26.518167	left
0.82320434	-9.915093	another
-23.158009	25.701181	country
-11.15214	-26.459545	need
12.479119	-4.6524744	2
-0.23344156	-24.73087	best
49.937378	0.14054537	win
-48.04491	-12.638915	quarter
1.7139361	-42.275146	use
0.14691404	-5.3578897	today
-39.743816	-10.804104	##.#
-6.456881	-10.88852	same
-7.6829457	3.8018572	public
32.0796	-20.54826	run
30.353762	-2.4518538	Friday
20.194738	-29.489325	set
28.363203	-3.1658049	month
8.738888	-4.905259	top
-38.165215	-8.132073	billion
30.393703	-2.516751	Tuesday
26.07166	-32.068718	come
30.37032	-2.5112228	Monday
34.815594	-55.122993	She
5.5494647	15.236607	city
7.0860233	-3.451395	place
29.55486	-1.0320458	night
11.949971	-6.8109617	six
-5.1040363	-7.8478155	each
30.37871	-2.5048254	Thursday
-37.821426	-10.100935	###,###
30.37869	-2.5126874	Wednesday
1.4570343	-10.793144	here
14.478812	-37.20902	You
-8.109442	7.1228495	group
-3.0263016	-19.207926	really
-16.458017	-39.19647	found
29.370312	-55.341022	As
1.5667582	-42.362434	used
12.489931	-4.649062	3
-7.915722	-8.941191	lot
11.433198	-36.67145	'm
-38.495747	-4.2636876	money
27.844208	-33.825592	put
52.685165	6.4986796	games
-8.30541	-51.906834	support
-10.981407	4.716862	program
12.301661	-8.912807	half
-36.977207	-23.884748	report
29.078617	10.085129	family
27.448864	-3.1835394	months
-34.447407	-9.325658	number
22.440115	17.884531	officials
32.541298	-0.50846046	am
2.0223014	-0.52141744	former
-3.7440214	-7.675978	own
25.947996	13.90484	man
30.318546	-2.250573	Saturday
-4.288887	-19.725573	too
-1.4437737	-25.253635	better
27.644947	-2.909709	days
31.391554	-30.704044	came
11.166386	-9.250179	lead
0.8860946	1.2407353	life
-28.785698	41.26516	American
53.365513	0.41750297	##-##
5.676525	-0.15242684	show
7.829658	-12.480885	past
25.46497	-34.947803	took
-17.707735	-46.219734	added
-0.67674863	-38.958733	expected
-7.082436	-39.265224	called
0.3520061	-27.19474	great
-17.731995	24.271374	State
-30.596914	1.8390019	services
30.402336	14.456869	children
37.26377	-33.33315	hit
6.8800097	12.1880455	area
-27.896177	-7.280149	system
-5.098233	-7.8329573	every
32.734222	-0.010986	pm
4.1263804	-22.619604	big
-30.56867	1.8594177	service
-8.767607	-7.9357767	few
-38.867123	-12.883573	per
-4.834893	8.58572	members
30.319008	-2.3006995	Sunday
10.016714	-15.184958	early
3.5415275	-11.250032	point
16.800137	-30.404467	start
-34.940445	4.4371786	companies
1.0022826	-18.48196	little
42.528915	27.351044	&
-16.306068	-10.9075985	case
7.89764	-13.547168	ago
4.3205585	12.463246	local
-20.342367	-46.249443	according
-1.0582422	-16.978077	never
12.477457	-4.653211	5
-0.18325819	-14.847957	without
-47.651352	-9.793396	sales
6.7480636	-14.323669	until
31.674294	-30.585993	went
52.577457	12.550766	players
48.618393	-5.0772567	##th
3.7261026	64.81368	New_York
49.523808	0.082929455	won
-40.924595	7.208129	financial
-25.111338	16.494585	news
12.493821	-4.631102	4
28.809513	-54.718746	When
-46.43056	-12.431853	share
-9.318248	-8.1311	several
-4.7935395	-0.8479324	free
8.450236	-10.112361	away
-40.398605	-11.016594	##.##
2.2251053	-15.451621	already
11.139957	-14.350341	On
-36.049866	4.3496776	industry
11.484061	-35.79718	'll
-7.4698443	-40.10229	call
29.387812	-53.099472	With
35.497574	21.685757	students
7.9639482	-6.4874315	line
-29.4088	-16.680248	available
5.78285	17.079927	County
11.124697	-40.96188	making
27.530716	-36.093468	held
48.351982	-2.1412344	final
33.56021	-0.1726655	#:##
-45.432106	19.718664	power
-24.785835	-19.578491	plan
-4.382588	-22.27011	might
0.13161851	-10.890136	least
5.3405848	-37.18518	look
8.929084	-11.398748	forward
4.8887463	-49.920456	give
30.817045	-52.997345	At
5.240558	-12.787303	again
7.5354114	-13.866826	later
4.2416596	-9.466421	full
-4.860848	-22.658691	must
-2.5666308	-19.815857	things
-4.4033847	-4.4735785	major
5.1783366	13.365204	community
-23.156984	-47.810955	announced
20.652445	-25.405514	open
7.4509416	-2.3120143	record
-36.533638	-24.211555	reported
21.553745	21.782333	court
3.5568259	-39.921124	working
-3.0714235	-47.470688	able
-1.9699383	-19.502396	something
29.435339	29.322466	president
-4.328153	11.842121	meeting
20.080688	-37.502655	keep
31.861012	-3.4875178	March
-3.7470853	-6.771712	future
1.1071873	-17.463514	far
-44.563526	-25.51038	deal
5.559879	15.238398	City
31.88206	-3.4916475	May
-17.14878	3.2403963	development
36.952526	24.001387	University
-16.324406	-39.59079	find
6.3158584	-12.163617	times
32.839703	-52.477043	After
5.127668	9.300381	office
13.845686	-48.971455	led
-6.7368803	-7.5428667	among
31.837633	-3.505251	June
18.774557	-60.022167	increase
-28.978132	45.24893	China
36.679653	45.8176	John
-9.21203	-20.010948	whether
-48.6526	-18.15363	cost
-31.569923	13.976429	security
-11.809978	0.5317341	job
2.3771057	-18.605167	less
30.60698	26.583054	head
11.953602	-6.787045	seven
-48.261456	-8.779011	growth
31.601978	-45.066914	lost
-44.92741	-19.905031	pay
4.9116426	-37.74113	looking
4.608672	-48.863377	provide
12.522331	-4.6542206	6
14.4823065	-40.491665	To
-0.9507844	-40.243565	plans
-29.45015	-0.8036716	products
-13.977133	34.588223	car
8.08795	-13.342714	recent
-3.5196557	-26.90421	hard
-3.0238485	-18.757723	always
-3.68531	-40.488483	include
27.25084	13.299648	women
6.9605484	-9.709348	across
-53.12658	-18.677217	tax
6.32136	25.824602	water
31.875954	-3.472194	April
13.150763	-30.880198	continue
-9.380172	-25.787899	important
-9.916035	-10.129173	different
9.465323	-8.79796	close
12.523177	-4.62032	7
25.590578	-58.550255	One
10.007803	-15.161419	late
-25.525192	-26.642244	decision
-3.405843	-7.0057325	current
-25.069714	-16.170513	law
7.4217534	-11.467367	within
5.588887	-8.462652	along
54.25768	6.0474834	played
25.503536	-30.335653	move
-29.138718	41.168	United_States
-4.131117	-20.574118	enough
10.098036	-39.525497	become
6.394343	-7.850671	side
-18.513193	23.44326	national
-35.865246	-0.6133168	Inc.
-37.35373	-22.170036	results
9.093912	-6.479916	level
43.56178	-44.567986	loss
-37.62308	6.6309853	economic
52.61463	15.126619	coach
19.942068	5.9538627	near
24.069708	-33.440174	getting
-46.684196	-4.1425138	price
-1.1125202	13.928341	Department
24.63134	1.6813155	event
48.64705	-3.6369243	fourth
-29.480803	-30.109674	change
-4.1108418	-9.002323	All
5.0296006	-21.702408	small
1.2195145	16.482857	board
-18.41063	22.973839	National
27.4585	-55.28234	So
56.187298	-7.5405006	goal
25.447462	-35.025566	taken
38.074097	3.816576	field
-46.851944	-4.086783	prices
27.609356	-3.1189437	weeks
27.235998	13.316201	men
-10.272209	-47.046417	asked
11.975958	-6.800638	eight
-32.873615	-7.785095	data
53.313065	-12.714222	shot
-1.4468434	-6.248798	New
15.790497	-30.944094	started
31.827143	-3.511607	July
30.032207	28.446907	director
29.422785	29.36924	President
-26.906826	29.402975	party
-14.385113	27.351856	federal
3.4826925	-38.692814	done
-25.28225	29.947407	political
36.630817	-4.792493	minutes
25.43326	-35.019657	taking
-35.094887	2.1192536	Company
-27.228802	-5.07839	technology
-12.59831	4.258361	project
8.592376	9.3116	center
-4.094927	-3.405959	leading
-16.991224	-29.79382	issue
-0.47653827	-13.235273	though
1.8754457	-15.240273	having
13.750605	-9.703498	period
-5.3229446	-23.668655	likely
55.965015	-0.8206297	scored
12.512594	-4.6344585	8
6.763043	-26.735834	strong
4.5676527	-2.1031573	series
-33.121086	36.064484	military
6.6403065	-37.503796	seen
-2.6378338	-45.989372	trying
25.689123	-53.46433	What
26.168425	-31.778408	coming
-26.0789	-8.8397875	process
11.962292	10.82603	building
10.558981	-11.066073	behind
7.872666	-0.6154928	performance
-16.021992	4.6340485	management
-41.626392	41.66706	Iraq
-19.586447	-45.558346	saying
8.088203	-13.660019	earlier
-16.367804	-50.17358	believe
-42.37927	20.313267	oil
4.8153334	-50.256653	given
23.974	17.350157	Police
-31.843027	6.044867	customers
18.16886	-50.152336	due
8.082602	-14.576483	following
3.0939395	-13.009807	term
-5.183858	2.9083436	others
-39.272762	-25.311493	statement
-34.59946	25.423176	international
-37.603184	6.515209	economy
-10.539641	13.609479	health
-2.5809622	-19.777798	thing
-23.731722	37.698353	Obama
25.814354	-25.694609	return
45.79991	-22.817657	killed
4.4806914	62.246952	Washington
-2.0412073	-9.807207	further
29.658384	-56.143253	However
3.4816334	-38.68722	doing
21.504068	-46.883366	face
9.090051	-19.684113	low
8.836269	-20.62705	higher
-25.33246	4.065786	site
4.931292	-12.81708	once
-0.26547176	-15.966972	yet
27.94417	-2.4964547	hours
-28.908926	41.292515	America
14.08415	-19.624563	control
6.645343	-50.06897	received
-48.35272	-3.0172	rate
29.615448	23.735243	career
-23.622694	38.019184	Bush
50.439682	11.849707	teams
-7.8401423	-37.688446	known
3.463292	-49.26373	offer
40.469	4.2133102	race
-0.3561794	-15.963919	ever
-20.320509	-24.234432	experience
54.241528	6.0713906	playing
-15.196234	-6.1855884	name
-6.8587346	-23.081837	possible
-36.85181	27.148294	countries
51.46513	41.052536	Mr.
-38.534615	-12.977382	average
6.0731273	-9.161551	together
1.7545952	-42.394505	using
12.528119	-4.6146765	9
40.174747	-47.15476	cut
29.998444	-56.00208	While
-36.19793	-11.934893	total
48.87615	8.446933	round
3.1931953	1.5742941	young
1.6666145	-12.948505	nearly
-43.585735	1.8102038	shares
-4.8287487	8.621996	member
-9.416663	4.2403293	campaign
-25.59726	16.418749	media
-11.177639	-26.567266	needs
-9.476887	-19.305954	why
11.32956	10.022737	house
-17.038769	-29.7082	issues
-48.690155	-17.987108	costs
19.761995	16.620014	fire
53.3589	0.6113922	##-#
50.462696	0.2288235	victory
52.575447	12.342511	player
15.788167	-30.94178	began
-11.913779	-39.73962	sure
-18.186016	0.1305511	story
-39.877346	-8.99883	per_cent
19.599617	46.36757	North
29.504776	-49.225803	His
-11.264767	8.906923	staff
-2.9156494	-9.913564	order
-34.993355	39.761314	war
4.548986	-22.282688	large
-5.476871	-4.7862787	interest
-43.558117	1.9559947	stock
-6.9295015	18.571741	food
-19.25108	8.2879	research
-9.262715	-25.548367	key
-48.61673	39.668915	India
19.611078	46.400295	South
29.950161	-1.2436202	morning
-4.2091	12.492532	conference
46.598804	22.883884	senior
-34.281204	24.932129	global
14.597956	12.086238	Center
45.126923	-22.223751	death
1.9950993	10.559359	person
-11.006412	-39.01702	thought
4.906246	-49.96956	gave
-9.34661	-38.24565	feel
-44.925922	20.569746	energy
-3.8390164	-2.147597	history
3.2305212	-15.73553	recently
1.2508574	-23.67598	largest
10.079876	-4.1457148	No.
-2.6923473	-3.6757255	general
1.7839171	2.9538624	official
19.856838	-20.734257	released
-6.099673	-45.38108	wanted
11.67438	-44.389217	meet
3.17531	-13.125129	short
15.729567	-7.5211916	outside
32.030537	-20.669914	running
6.00455	3.7233238	live
61.94351	11.276767	ball
-57.782166	1.6512785	online
-4.3175926	-14.654971	real
5.986268	-5.261793	position
-5.220643	-15.271513	fact
37.65301	-41.636147	fell
11.984261	-6.7634387	nine
31.659008	-3.593085	December
14.956456	-7.5398426	front
-1.8504634	-4.265339	action
57.883774	9.996619	defense
-15.316015	-29.832306	problem
-15.265006	-29.950253	problems
50.364616	41.467712	Mr
-23.112968	25.72044	nation
-11.21138	-26.344269	needed
-4.342312	-5.9906063	special
31.652819	-3.5735245	January
1.5134135	-12.99176	almost
-7.838106	-24.015368	chance
-2.8880508	-21.948862	'd
-9.82807	-29.861935	result
19.593246	46.37123	West
31.677126	-3.5683844	September
-36.68922	-24.081661	reports
-5.9869776	7.9706917	leader
-40.495342	3.1108649	investment
30.13917	-2.4787745	yesterday
32.65933	-60.81713	Some
-6.0631704	8.350636	leaders
9.351972	-11.948509	ahead
-28.210987	5.7390356	production
25.19217	-33.406414	comes
-1.3340997	-18.091196	No
61.183193	2.8280559	runs
51.653957	6.8732066	match
-16.979738	-14.482863	role
-3.1764588	-15.775698	kind
-2.6927068	-45.941723	try
11.567983	-16.743027	ended
-11.871245	-28.578753	risk
6.723642	12.250697	areas
-28.366533	26.491901	election
-29.570944	9.844959	workers
34.40403	-10.561277	visit
26.47853	-33.275616	bring
38.58183	11.779338	road
21.104694	29.11927	music
-19.464188	7.9287906	study
11.107897	-40.844616	makes
-9.145985	-15.04505	often
19.845362	-20.72192	release
26.019472	13.743811	woman
-28.856853	24.801657	vote
13.860955	18.727278	care
6.005065	15.052441	town
-4.0874677	-24.433372	clear
-24.136238	-44.648544	comment
-50.49884	-21.761541	budget
-7.0273275	-22.813877	potential
7.3075075	-5.5236397	single
-37.69637	4.475797	markets
-24.01542	-17.79819	policy
1.7580209	-7.5393095	capital
6.686936	-37.399776	saw
-30.564394	-16.243345	access
28.999693	-2.5963905	weekend
-30.89491	0.14287868	operations
1.4822744	-1.4665109	whose
-47.854435	-12.703238	net
-22.05295	31.332064	House
53.93397	-26.072258	hand
18.478874	-60.00287	increased
42.63747	-14.108935	charges
49.47397	0.18178861	winning
-46.273033	2.2471998	trade
31.591593	-60.187588	These
-51.219856	-14.9032135	income
-41.373898	-6.639879	value
-1.1370842	-56.443104	involved
-41.372364	9.523216	Bank
31.663925	-3.5542479	November
-27.029829	-18.51049	bill
-39.049084	-15.261931	compared
-1.5915871	-19.387058	anything
30.075367	28.109762	manager
9.27797	62.51477	Texas
6.0395846	19.007196	property
15.894383	-33.03029	stop
-11.8338175	-2.6043413	annual
-7.663794	3.7024431	private
-45.8599	-25.55729	contract
45.607544	-23.067875	died
28.065855	-54.035225	Now
-4.5500903	-44.96235	hope
-29.39813	-0.6987684	product
2.1433277	7.5967712	fans
8.917523	-20.592546	lower
-34.94124	-6.0236325	demand
-24.509882	16.67671	News
37.91432	44.402863	David
49.236298	14.216779	club
-36.236427	-48.650433	comments
15.978413	27.760107	film
63.795185	-2.8278196	yards
-23.099174	-11.519762	quality
-11.35538	-13.139777	currently
24.531612	1.7288493	events
-5.7369604	-12.714832	addition
-8.62222	-7.8462176	couple
34.151783	20.995272	schools
45.61632	-18.514032	attack
6.2247987	12.309505	region
8.334707	-12.702615	latest
-7.8022337	-24.018574	opportunity
3.560857	-39.92758	worked
29.43901	19.430445	course
1.7589283	-32.05844	bad
35.754772	-41.746098	fall
-9.261032	6.8842673	Group
31.684225	-3.553979	October
-30.954535	10.024296	jobs
-6.1258435	-3.1960845	list
-2.455817	-48.53749	let
-0.7907676	-12.763045	however
31.528864	28.294685	chief
27.946552	-4.6196923	summer
-10.943538	4.711588	programs
-20.335117	-46.27055	According
-48.185467	-11.105313	revenue
29.43003	-49.37378	Our
37.945084	-42.133465	rose
8.30526	-13.673107	previous
-29.137049	17.513987	TV
52.108353	18.859947	football
1.0813674	-23.84227	biggest
-29.695919	9.634844	employees
-29.848017	-29.966263	changes
3.0690382	12.792179	residents
-5.4871874	-21.325583	means
-44.114124	-26.232635	agreement
-3.664707	-40.70054	includes
5.393801	-5.6386523	post
-2.2906919	65.885826	Canada
-0.8591063	-16.544008	probably
-20.902027	-32.228554	related
29.031404	21.710287	training
-2.4000642	-49.49143	allowed
30.86801	18.885454	class
0.93798596	-18.540867	bit
-52.972385	0.8207267	video
37.463524	44.717243	Michael
25.291826	-58.54926	An
24.264162	-32.00457	sent
32.052128	21.53167	education
-19.97079	23.804337	states
45.36312	-4.48018	straight
-10.462393	-35.95527	love
51.511147	-1.9504066	beat
27.47232	-35.963886	hold
29.490608	-31.323168	turn
47.524334	-0.3626083	finished
-29.198534	2.5710282	network
0.32496575	49.154472	Smith
-44.06254	-5.23201	buy
-30.229906	39.87025	foreign
-5.0651145	-17.976559	especially
-7.9442496	7.2946544	groups
-6.548163	-45.323647	wants
47.084965	4.8193483	title
-3.679433	-40.505463	included
29.866886	-31.398577	turned
-41.332672	9.269132	bank
7.2177706	60.348705	Florida
-1.35688	-45.37585	efforts
-4.7046914	-6.6451173	personal
-34.947083	5.244987	businesses
31.67718	-3.5539129	August
6.900763	69.85964	California
-8.274146	-21.03579	situation
6.4069347	16.159996	district
-1.7808422	-49.486538	allow
-0.3849234	-49.144073	helped
28.878147	-11.399227	body
-1.582945	-19.229784	nothing
5.457091	-15.9112835	soon
-16.725538	0.77409637	safety
31.590015	28.394499	officer
-39.51965	-6.555236	cents
-29.896355	50.656105	Europe
27.184586	48.107014	St.
-5.7267838	-7.6276517	additional
32.84157	30.46453	spokesman
31.685223	-3.5477061	February
32.012695	10.350783	wife
-13.038633	-43.10191	showed
26.910711	-26.547	leave
-40.62884	4.7249885	investors
30.443094	14.04552	parents
14.289528	20.74335	medical
-49.46146	-20.620594	spending
-4.0415225	-10.931615	non
-24.154032	51.821747	London
2.2542624	15.83702	Council
-17.168634	-29.216856	matter
-31.414923	-62.03012	spent
31.05476	14.301887	child
-33.53098	23.943981	World
-1.3620056	-45.359715	effort
20.524641	-25.303623	opening
-2.6721911	-12.374574	either
-11.8499155	-9.036946	range
-21.910841	-37.43195	question
-29.783482	50.839893	European
56.17825	-7.4949446	goals
-23.625824	27.829422	administration
30.179108	8.879538	friends
3.5941253	-2.9285297	himself
-13.159611	-43.101654	shows
-4.339478	-27.512497	difficult
30.17708	14.668128	kids
-44.858692	-19.907742	paid
6.3745937	-44.88654	create
-38.536907	-4.324771	cash
4.2598443	1.3543298	age
49.96979	13.572371	league
-3.0829198	-10.75971	form
-10.702252	-30.429787	impact
32.515858	-19.529356	drive
-0.4221311	-20.131586	someone
10.102987	-39.507103	became
20.047586	-36.707726	stay
38.350155	-18.871208	fight
2.66863	-22.804638	significant
-34.861576	3.2583325	firm
-22.251913	31.506802	Senate
15.654306	19.607626	hospital
46.60105	-14.709761	charged
-44.957657	-13.460148	operating
-3.9991846	-4.7030077	main
-12.819391	20.106422	book
-14.074004	-22.09151	success
31.71973	10.732265	son
-45.909122	2.0891075	trading
64.44395	-18.098547	###-####
-27.975088	-63.511253	focus
13.441566	9.1866255	room
13.1048	-30.871922	continued
-22.763088	30.38836	Congress
-1.5925013	-19.538084	everything
16.186226	13.980572	Park
-1.851536	14.093338	agency
26.767485	-33.150467	brought
-25.954243	-45.75271	talk
41.680874	-31.34242	break
4.043173	-6.072041	air
-54.15914	11.735693	software
-7.9350185	-46.332283	decided
13.739277	-40.67442	Do
1.2454973	-39.83929	ready
45.7027	-14.9822	arrested
38.876183	5.2473645	track
4.156673	-48.695335	provides
31.94515	11.127892	mother
47.667732	-9.034608	base
22.1311	10.448833	trial
-57.445168	6.48952	phone
29.262365	-48.830692	My
6.060796	-43.20973	build
12.998951	-17.908337	conditions
6.243294	-10.968424	rest
1.6109143	47.931232	Johnson
-21.042099	-16.484842	terms
-5.639318	-42.436684	expect
-12.2863245	59.494667	England
-40.804092	46.398933	Israel
19.314981	-50.44457	despite
20.90481	-25.751245	closed
11.2674465	-15.864556	starting
4.9268546	-49.05028	provided
-15.2291355	-27.371143	pressure
0.94222397	1.3581232	lives
24.996815	-29.714054	step
19.570297	-36.196037	remain
-6.888591	-10.650893	similar
42.429142	-14.073442	charge
24.299253	-4.7478004	date
0.8044974	-14.906447	whole
6.017091	19.736403	land
19.8251	-56.25873	growing
35.426327	44.68272	James
-57.96188	1.8727145	Internet
-12.594007	4.2498612	projects
-23.23357	51.408085	British
-16.11509	-10.962608	cases
17.452347	-8.470977	ground
-17.328074	-10.277943	legal
-33.903416	23.895296	International
-8.611733	-47.288624	agreed
-17.052479	-45.01106	tell
-33.769455	-21.629583	test
-0.8974828	-20.14991	everyone
-5.021354	-19.779306	pretty
22.69195	17.899658	authorities
36.03173	-63.568424	Two
11.82312	-11.413816	above
26.092503	-30.327404	moved
-48.85842	-11.813282	profit
6.893903	-9.817136	throughout
15.774488	-7.580976	inside
-17.169641	-22.390112	ability
1.4778813	-8.909761	overall
63.02066	-6.1074157	pass
23.99074	16.850868	officers
-4.1156054	-13.487546	rather
-18.425858	52.925922	Australia
-2.2819734	-13.740279	actually
5.526934	16.87592	county
-22.83781	-8.227099	amount
18.253174	-42.33395	scheduled
-3.3935354	-8.181109	themselves
-8.190865	7.552331	organization
4.8627453	-49.962482	giving
-44.980362	8.630368	credit
31.699413	10.689961	father
-15.961942	19.496534	drug
-22.6323	-3.6291275	investigation
28.51682	10.573021	families
-23.632936	33.095364	Republican
-38.670105	-3.4405375	funds
15.136045	20.920736	patients
25.340433	-34.557053	takes
-27.94162	-7.2810755	systems
-28.99195	47.26816	Japan
15.989359	-28.148378	complete
-43.950703	-5.247446	sold
22.655922	2.9166427	practice
-7.4563394	-40.07022	calls
12.745911	-2.6399858	•
-23.641981	51.05375	UK
-2.7462907	-1.1303359	force
35.77335	21.932812	student
-22.102488	-21.782589	idea
22.03898	-32.480858	reached
-18.296505	-28.04042	reason
9.089944	-6.551731	levels
10.089837	7.689693	space
42.714005	1.9096968	competition
-34.742424	35.75206	forces
-36.25151	4.4788756	sector
32.163387	-54.04683	Last
-2.6737714	-46.344913	tried
-6.126965	-8.433607	common
10.626574	11.079856	homes
14.2342415	-13.412432	stage
-1.2252861	13.862606	department
-7.6502137	-41.76879	named
-49.1931	-12.1752405	earnings
3.7053769	-48.964455	offers
45.738968	12.0267935	star
-6.9019237	-10.369836	certain
53.325466	-7.434738	double
3.4717107	-17.951143	longer
13.971774	-47.759212	followed
17.001852	-50.438454	cause
-8.579251	9.690329	Association
17.311666	-26.600603	signed
0.8157058	15.206547	committee
28.078346	-2.333858	hour
36.917763	23.05203	college
-46.610573	41.74383	Pakistan
-55.624626	-1.848032	users
-38.98266	45.58886	Iran
16.395298	-26.375769	sign
6.0076046	3.9263694	living
-4.0297394	-47.635292	failed
22.046171	-32.492092	reach
5.560831	-15.982577	quickly
6.6239476	-50.032326	receive
-44.943848	6.2591486	debt
-44.48487	-5.4996758	sale
1.1566281	16.29745	Board
-28.81593	49.892563	Americans
38.357944	14.706013	Road
0.95075506	48.32827	Brown
-40.06448	12.480939	insurance
33.6029	-0.17976244	##:##
-0.6418945	-20.069489	anyone
49.05202	5.568719	tournament
33.64051	-63.448334	More
-42.873653	20.677055	gas
-46.20613	-29.22316	talks
1.0151098	-21.539576	serious
-22.731148	-33.087894	required
-44.019054	-5.2855954	sell
-13.020151	3.7681642	construction
-22.980183	-31.23544	evidence
19.479008	-36.098263	remains
18.717796	-11.16621	black
